session,ts,ax,ay,az,at,v,stroke phase
3,16409,0.188344,0.648441,-1.040333,1.240259,0,3
3,16528,0.047465,0.994583,-1.339071,1.6687,0,3
3,16661,-0.051151,1.383195,-0.724998,1.562519,0,3
3,16808,0.054509,2.42799,0.10246,2.430762,0,3
3,16927,1.399904,1.735707,-2.273222,3.184329,0,3
3,17058,0.481842,0.414849,-0.997656,1.183042,0,3
3,17177,0.21652,0.072955,-0.760562,0.794139,0,1
3,17307,-0.248381,0.164269,-0.542435,0.6188,0,1
3,17443,-0.091066,0.33203,-0.713143,0.791903,0,1
3,17612,-0.065238,0.786473,-0.532951,0.952278,0,2
3,17757,-0.438568,1.370454,-0.17494,1.449513,0,2
3,17892,-0.612319,1.330106,-0.222358,1.481067,0,2
3,18028,-0.635799,1.049795,-0.442856,1.304773,0,2
3,18164,-0.879989,1.595552,-0.682321,1.945695,0,2
3,18300,0.096772,0.499792,-0.30297,0.592409,0,2
3,18430,0.655593,0.276818,-0.155972,0.728531,0,0
3,18550,0.441926,-0.052335,-0.388324,0.590621,0,0
3,18699,0.404359,-0.326275,-0.362244,0.633389,0,0
3,18835,0.582805,-0.402723,-0.404921,0.815971,0,0
3,18970,0.8223,-0.273186,-0.570886,1.037651,0,0
3,19106,0.599241,-0.404847,-0.404921,0.828826,0,0
3,19251,0.284611,-0.457936,-0.563774,0.780096,0,0
3,19386,0.002853,-0.472801,-0.440485,0.646201,0,0
3,19522,-0.384564,-0.666045,-0.483162,0.908268,0,0
3,19658,-0.870597,-0.776471,-0.186794,1.181414,0,0
3,19818,-0.687455,-0.653304,0.064525,0.950559,0,0
3,19965,-0.619363,-0.570485,0.239975,0.875586,0,0
3,20121,-0.386912,-0.721258,0.3277,0.881647,0,0
3,20257,-0.234293,-0.695775,0.420166,0.845894,0,0
3,20393,-0.027671,-0.746741,0.612213,0.966018,0,0
3,20529,-0.269513,-0.848672,0.356151,0.959023,0,0
3,20673,-0.492572,-0.79983,0.363264,1.007132,0,0
3,20809,-0.581795,-0.810448,0.12617,1.005599,0,0
3,20958,-0.21551,-0.806201,0.386973,0.919865,1,0
3,21094,-0.332909,-0.810448,0.289765,0.922831,1,0
3,21230,-0.438568,-0.784965,0.322958,0.955413,1,0
3,21365,-0.42448,-0.744617,0.491295,0.987932,1,0
3,21501,-0.452656,-0.712764,0.394086,0.93179,1,0
3,21648,-0.349345,-0.712764,0.341925,0.864284,1,0
3,21784,-0.224901,-0.717011,0.460472,0.881317,1,0
4,3392,-0.462048,-0.124536,-0.312454,0.571511,0,0
4,3528,-0.187334,-0.334769,-0.535322,0.658585,0,0
4,3664,-0.091066,-0.128783,-0.649128,0.668016,0,0
4,3800,0.308091,-0.657551,-0.186794,0.74979,0,0
4,3930,0.033377,-0.041717,-0.893334,0.89493,0,0
4,4063,-0.067586,0.489174,-0.637273,0.806211,0,0
4,4182,0.197736,0.453074,-0.575628,0.758764,0,0
4,4310,0.42549,0.055967,-0.509242,0.665959,0,0
4,4429,0.160168,0.351142,-0.637273,0.745031,0,0
4,4559,0.622721,-0.056582,-0.348018,0.715612,0,0
4,4679,0.14608,-0.111795,-0.729739,0.752567,0,0
4,4798,0.124948,-0.101177,-0.359873,0.394154,0,1
4,4951,-0.081674,0.002878,-0.544806,0.550902,0,1
4,5070,-0.10985,0.213111,-0.537693,0.588725,0,1
4,5189,-0.159158,0.315042,-0.502129,0.613772,0,1
4,5308,-0.046455,0.312918,-0.601709,0.679801,0,1
4,5428,-0.013583,0.3023,-0.419146,0.516966,0,2
4,5555,0.207128,0.521028,-0.390695,0.683384,0,2
4,5675,0.486538,0.775855,-0.27689,0.956734,0,2
4,5805,0.728381,1.02856,-0.129892,1.267022,0,2
4,5937,-1.189923,2.10096,-0.577999,2.482747,0,2
4,6084,1.378772,1.015818,-0.253181,1.731185,0,2
4,6203,-0.553619,1.563698,-0.770045,1.828829,0,2
4,6322,-0.764938,0.943617,-2.176013,2.492103,0,2
4,6458,-0.288297,1.100761,-1.139912,1.610649,0,2
4,6577,0.188344,1.194198,-0.414404,1.278011,0,2
4,6697,-0.332909,1.113502,-0.15123,1.172001,0,3
4,6816,0.092077,1.049795,0.17596,1.068415,0,3
4,6957,0.106164,0.99883,-2.059837,2.291694,0,3
4,7092,0.465406,0.722766,-0.487904,0.988455,0,3
4,7232,0.268175,0.359637,-0.113295,0.462701,0,1
4,7351,0.200084,0.060214,-0.670466,0.702271,0,1
4,7470,0.185996,0.285312,-0.689434,0.768971,0,1
4,7617,0.176604,0.529522,-0.400179,0.686823,0,1
4,7736,0.15782,0.582611,-0.445227,0.750046,0,1
4,7856,0.127296,0.552881,-0.47842,0.742137,0,1
4,7988,0.171908,0.633577,-0.502129,0.826502,0,2
4,8107,0.533498,0.873539,-0.423888,1.107868,0,2
4,8227,0.852824,1.075278,-0.148859,1.380468,0,2
4,8381,-0.269513,1.525474,0.028961,1.54937,0,2
4,8500,-0.647539,2.03513,-0.395437,2.171964,0,2
4,8619,1.075882,1.115626,-0.039796,1.550396,0,2
4,8739,-0.025323,1.880109,-0.826948,2.054092,0,2
4,8858,0.371487,1.610417,0.095348,1.655456,0,2
4,9013,-0.053499,1.264275,-1.045074,1.641169,0,3
4,9132,-0.476136,1.756943,-0.191536,1.830366,0,3
4,9251,-0.377521,1.315241,0.280281,1.39676,0,3
4,9371,0.202432,1.381071,0.213895,1.412122,0,3
4,9490,0.54289,0.941494,-1.168363,1.595686,0,3
4,9629,0.721337,0.9691,-0.675208,1.383975,0,3
4,9757,0.444274,0.393614,-0.627789,0.863962,0,1
4,9876,0.291655,0.54014,-0.653869,0.896861,0,1
4,10009,0.108512,0.603847,-0.535322,0.814233,0,1
4,10128,0.009897,0.622959,-0.589854,0.857965,0,1
4,10247,0.317483,0.656936,-0.608822,0.950276,0,1
4,10366,0.258783,0.667554,-0.575628,0.918665,0,1
4,10497,0.326875,0.690913,-0.556661,0.945558,0,1
4,10616,0.486538,0.763114,-0.490275,1.029287,0,2
4,10736,0.596893,0.981841,-0.466565,1.240152,0,2
4,10866,0.707249,1.170839,-0.046909,1.368672,1,2
4,11064,-0.154462,2.092466,0.062154,2.09908,1,2
4,11192,0.331571,1.570069,-0.032683,1.605031,1,2
4,11311,1.212065,1.657135,0.090606,2.055093,1,2
4,11430,-0.199074,1.614664,-0.442856,1.686087,1,2
4,11566,0.815256,1.251534,0.031332,1.493975,1,2
4,11685,0.608633,1.219681,-0.466565,1.440742,1,3
4,11805,0.387923,1.506362,-0.172569,1.565053,1,3
4,11957,0.190692,1.043425,0.199669,1.079336,1,3
4,12088,0.580457,1.177209,0.036074,1.313032,1,3
4,12207,1.273113,1.850379,-1.26083,2.575736,1,3
4,12326,0.864564,0.901146,-0.587483,1.380098,1,3
4,12454,0.533498,0.552881,-0.642015,1.001239,1,1
4,12573,0.446622,0.597476,-0.585112,0.948053,1,1
4,12693,0.43723,0.637824,-0.449969,0.894685,1,1
4,12812,0.312787,0.671801,-0.40255,0.843326,1,1
4,12944,0.277567,0.703654,-0.637273,0.989085,1,1
4,13064,0.223564,0.699407,-0.535322,0.908692,1,1
4,13183,0.308091,0.72489,-0.611192,0.996966,1,1
4,13302,0.369139,0.727013,-0.544806,0.980625,1,2
4,13444,0.575761,0.87991,-0.513984,1.170437,1,2
4,13563,0.657941,1.181456,-0.400179,1.410272,0,2
4,13682,0.038073,1.298252,-0.051651,1.299837,0,2
4,13810,-0.440916,1.911963,0.040816,1.962568,0,2
4,13942,1.334161,1.249411,-0.108553,1.831064,0,2
4,14072,0.052161,1.474508,-0.668095,1.619644,0,2
4,14192,0.406707,1.438408,0.221007,1.51105,0,2
4,14331,0.479494,1.255781,-0.205762,1.359867,0,3
4,14451,0.585153,1.559451,-0.7819,1.840016,0,3
4,14570,-0.213162,1.202692,-0.122779,1.227591,0,3
4,14706,0.195388,1.228175,0.239975,1.266561,0,3
4,14825,0.79882,1.228175,0.280281,1.491672,0,3
4,14969,0.78708,1.155974,-0.736852,1.580734,0,3
4,15088,0.385575,0.642071,-0.743965,1.055655,0,3
4,15216,0.352703,0.51041,-0.599338,0.862626,0,1
4,15335,0.528802,0.588982,-0.63016,1.011747,0,1
4,15454,0.439578,0.597476,-0.385953,0.836162,0,1
4,15573,0.284611,0.697284,-0.409663,0.85734,0,1
4,15693,0.25174,0.733384,-0.530581,0.939543,0,1
4,15812,0.178952,0.729137,-0.587483,0.953311,0,1
4,15955,0.24,0.748249,-0.634902,1.010236,0,1
4,16074,0.322179,0.852304,-0.570886,1.075236,0,1
4,16194,0.350355,0.935123,-0.573257,1.151446,0,1
4,16313,0.371487,1.041301,-0.449969,1.193642,0,2
4,16452,0.16956,1.289758,-0.243697,1.323486,0,2
4,16608,-0.21551,1.754819,-0.07536,1.769608,0,2
4,16744,0.275219,1.378948,-0.144117,1.413511,0,2
4,16863,0.777688,1.264275,-0.061134,1.485574,0,2
4,16995,0.16956,1.493621,-0.224729,1.51992,0,2
4,17115,0.801168,1.3386,0.114315,1.564221,0,2
4,17234,0.333919,0.843809,-0.27689,0.94878,0,3
4,17353,0.343311,1.21331,-0.608822,1.400231,0,3
4,17472,-0.112198,1.041301,-0.155972,1.058879,0,3
4,17608,0.286959,1.030683,-0.027941,1.07025,0,3
4,17728,0.618025,0.986088,-0.12515,1.170465,0,3
4,17867,0.556978,1.718718,-1.056929,2.093159,0,3
4,17999,0.371487,0.771608,-0.720256,1.118995,0,1
4,18118,0.150776,0.567746,-0.909931,1.083071,0,1
4,18237,0.127296,0.680295,-0.786642,1.047765,0,1
4,18357,0.143732,0.616588,-0.722627,0.960744,0,1
4,18487,0.012245,0.758867,-0.696546,1.030148,0,1
4,18606,-0.06289,0.78435,-0.575628,0.97494,0,1
4,18742,-0.053499,0.854427,-0.561403,1.023758,0,1
4,18878,0.009897,0.932999,-0.506871,1.06184,0,2
4,19031,0.070945,1.092267,-0.471307,1.191726,0,2
4,19161,0.016941,1.181456,-0.257922,1.209401,0,2
4,19289,-0.14507,1.451149,-0.137004,1.464803,0,2
4,19436,0.263479,1.400184,0.031332,1.425102,0,2
4,19555,0.021637,1.30887,0.109573,1.313627,0,2
5,15190,-0.328213,-0.041717,0.790033,0.856514,0,0
5,15339,-0.38926,0.009248,0.688083,0.790612,0,0
5,15470,-0.248381,0.155774,0.771066,0.824925,0,0
5,15589,-0.401,0.151527,0.685712,0.808679,0,0
5,15708,-0.41274,0.191875,0.787662,0.909715,0,0
5,15828,-0.429176,0.270447,0.775807,0.926936,0,0
5,15955,-0.379869,0.160022,0.75684,0.861808,0,0
5,16074,-0.370477,0.149404,0.711792,0.816224,0,0
5,16221,-0.405696,0.189751,0.749727,0.873319,0,0
5,16353,-0.450308,0.160022,0.75684,0.895093,0,0
5,16473,-0.462048,0.121797,0.735501,0.877089,0,0
5,16592,-0.480832,0.140909,0.75684,0.907668,0,0
5,16711,-0.516052,0.145157,0.744985,0.917814,0,0
5,16831,-0.511356,0.128168,0.737872,0.906845,0,0
5,16972,-0.53014,0.160022,0.742614,0.926354,0,0
5,17091,-0.633451,0.14728,0.721276,0.97118,0,0
5,17244,-0.70389,0.149404,0.785291,1.065113,0,0
5,17372,-0.678063,0.164269,0.809001,1.068286,0,0
5,17491,-0.70389,0.179134,0.799517,1.080175,0,0
5,17610,-0.699194,0.14728,0.747356,1.033976,0,0
5,17729,-0.687455,0.126044,0.723647,1.006055,0,0
5,17849,-0.73911,0.153651,0.726018,1.047375,0,0
5,17968,-0.710934,0.14728,0.785291,1.069486,0,0
5,18087,-0.741458,0.102685,0.735501,1.049413,0,0
5,18220,-0.755546,0.14728,0.697566,1.038817,0,0
5,18350,-0.706238,0.155774,0.68097,0.993357,0,0
5,18470,-0.732066,0.098438,0.716534,1.029093,0,0
5,18589,-0.781374,0.104809,0.737872,1.079808,0,0
5,18745,-0.743806,0.109056,0.768695,1.075189,0,0
5,18864,-0.71563,0.047473,0.735501,1.027299,0,0
5,18983,-0.807202,0.070832,0.624067,1.022767,0,0
5,19103,-0.687455,0.085697,0.65726,0.95495,0,0
5,19235,-0.710934,0.08782,0.619325,0.946945,0,0
5,19354,-0.682759,0.155774,0.797146,1.061069,0,0
5,19474,-0.661627,0.168516,0.846936,1.087864,0,0
5,19613,-0.628755,0.157898,0.809001,1.0367,0,0
5,19733,-0.659279,0.130292,0.744985,1.003308,0,0
5,19863,-0.682759,0.145157,0.740243,1.017443,0,0
5,19991,-0.790766,0.153651,0.702308,1.068717,0,0
5,20110,-0.825986,0.130292,0.692825,1.085925,0,0
5,20242,-0.75085,0.109056,0.441505,0.877836,0,0
5,20362,-0.816594,0.174886,0.218637,0.863257,0,0
5,20481,-0.849466,0.274694,0.021848,0.893043,0,0
5,20600,-0.917557,0.336277,-0.030312,0.977708,0,0
5,20736,-0.781374,0.36176,-0.020828,0.861307,0,0
5,20872,-0.736762,0.293806,-0.262664,0.835544,0,0
5,21008,-0.661627,0.584735,-0.229471,0.912317,0,0
5,21144,-0.574751,0.571993,-0.222358,0.840808,0,0
5,21304,-0.563011,0.707901,-0.238955,0.935524,0,0
5,21459,-0.358737,0.686666,0.218637,0.804987,0,0
5,21578,-0.386912,0.731261,0.20204,0.851624,0,0
5,21698,-0.269513,0.85018,0.244717,0.924841,0,0
5,21817,-0.325865,1.013695,0.503149,1.177678,0,0
5,21956,-0.20377,1.177209,0.75684,1.414267,0,0
5,22092,-0.349345,0.930876,0.839823,1.301489,0,0
5,22235,-0.405696,0.710025,1.024756,1.311049,0,0
5,22354,-0.654583,0.187628,0.500778,0.845258,0,0
5,22473,-0.560663,-0.234962,-0.246068,0.65582,0,0
5,22609,-0.10985,-0.084188,-0.364615,0.389998,0,1
5,22754,-0.067586,-0.268939,-0.490275,0.563263,0,1
5,22901,0.498278,0.487051,-0.513984,0.86584,0,1
5,23020,0.432534,0.232223,-0.305341,0.578141,0,1
5,23139,0.603937,0.431838,-0.416775,0.851426,0,1
5,23272,0.284611,0.264076,-0.32668,0.507405,0,1
5,23391,0.432534,0.196122,-0.30297,0.56333,0,1
5,23510,0.474798,0.215234,-0.490275,0.715631,0,1
5,23629,0.559326,0.215234,-0.295857,0.668358,0,1
5,23749,0.923263,0.521028,-0.108553,1.065678,0,1
5,23879,0.319831,-0.043841,-0.523468,0.615006,0,1
5,24015,0.340963,0.049596,-0.355131,0.494807,0,1
5,24142,0.305743,0.200369,-0.383582,0.52987,0,2
5,24275,0.22826,0.198246,-0.231842,0.380992,0,2
5,24442,0.427838,0.567746,-0.2271,0.746295,0,2
5,24561,0.892739,0.943617,0.145137,1.307081,0,2
5,24713,-0.006539,1.860997,0.024219,1.861166,0,2
5,24832,-0.382216,1.705977,-0.582741,1.842833,0,2
5,24968,1.679314,1.786672,0.493666,2.5012,0,2
5,25087,-0.119242,1.415049,-0.170198,1.430227,0,3
5,25223,1.146322,0.926629,-0.018457,1.474122,0,3
5,25356,0.369139,1.644394,-0.502129,1.75853,0,3
5,25475,0.016941,1.141109,0.671486,1.324126,0,3
5,25603,0.564022,1.228175,0.450989,1.424754,0,3
5,25722,1.524348,2.355788,-2.64783,3.858028,0,3
5,25841,0.664985,0.756743,-0.566145,1.155589,0,3
5,25972,0.552282,0.406355,-0.611192,0.918529,0,1
5,26091,0.470102,0.56987,-0.419146,0.849371,0,1
5,26210,0.378531,0.595352,-0.295857,0.765024,0,1
5,26343,0.303395,0.622959,-0.314825,0.761079,0,1
5,26473,0.308091,0.639947,-0.118037,0.71999,0,2
5,26592,0.836388,0.839562,0.014736,1.185169,0,2
5,26732,0.650897,1.217557,-0.113295,1.385261,0,2
5,26892,0.301047,1.850379,0.448618,1.927639,0,2
5,27011,-0.408044,1.514856,-0.855399,1.786896,0,2
5,27147,1.043011,1.525474,0.223378,1.861408,0,2
5,27266,0.362095,1.268523,-0.080102,1.32162,0,3
5,27421,0.580457,1.262152,-0.198649,1.40336,0,3
5,27540,0.411403,1.587057,-0.115666,1.643588,0,3
5,27659,-0.041759,1.39806,0.448618,1.468868,0,3
5,27779,0.399663,1.236669,0.330071,1.340905,0,3
5,27898,1.14867,2.306947,-0.307712,2.595406,0,3
5,28017,0.693161,0.682419,-0.068247,0.975102,0,3
5,28136,0.404359,0.406355,-0.596967,0.827647,0,1
5,28264,0.41375,0.60597,-0.262664,0.779347,0,1
5,28396,0.059205,0.251335,-0.15123,0.299241,0,1
5,28516,0.061553,0.11118,-0.243697,0.274841,0,1
5,28635,0.096772,0.453074,-0.17494,0.495222,0,1
5,28754,0.270523,0.542263,-0.008974,0.606063,0,2
5,28885,0.465406,0.875663,-0.091957,0.995914,0,2
5,29015,0.432534,1.098637,-0.103811,1.185271,0,2
5,29155,0.41375,1.765437,0.37749,1.852149,0,2
5,29320,0.200084,1.395936,-0.70603,1.57707,0,2
5,29439,0.319831,0.79072,0.349038,0.921606,0,3
5,29558,-0.377521,1.003077,0.02659,1.072097,0,3
5,29686,0.744816,1.327982,0.330071,1.557959,1,3
5,29871,0.540542,1.493621,-0.110924,1.592291,1,3
5,29990,0.021637,1.151726,0.432021,1.230278,1,3
5,30109,0.322179,1.100761,0.344296,1.197503,1,3
5,30229,0.627417,1.164468,-0.082473,1.325307,1,3
5,30361,0.648549,0.818327,-0.400179,1.118221,1,3
5,30492,0.535846,0.538016,-0.25081,0.799686,1,3
5,30611,0.232956,0.223728,-0.27689,0.42543,1,1
5,30730,0.185996,0.285312,-0.10144,0.35537,1,1
5,30850,0.052161,0.289559,-0.17494,0.3423,1,1
5,30977,0.023985,0.291683,-0.170198,0.338558,1,2
5,31097,0.214172,0.457321,-0.084844,0.512065,1,2
5,31216,0.336267,0.633577,0.028961,0.717867,1,2
5,31348,0.552282,0.875663,0.007623,1.035306,1,2
5,31488,0.404359,1.032807,0.221007,1.130947,1,2
5,31618,0.275219,1.70173,0.50552,1.796436,0,2
5,31737,0.357399,1.493621,-0.331422,1.571139,0,2
5,31857,0.942047,0.941494,-0.065876,1.333493,0,3
5,31987,0.538194,1.102884,0.138025,1.234932,0,3
5,32107,0.906827,1.572192,0.232862,1.82985,0,3
5,32226,0.681421,1.506362,-0.355131,1.691029,0,3
5,32367,-0.006539,1.455396,0.522117,1.54623,0,3
5,32497,0.209476,1.155974,0.239975,1.199059,0,3
5,32616,0.803516,0.947864,-1.028478,1.613026,0,3
5,32735,0.86926,1.162344,0.142766,1.458437,0,3
5,32854,0.500626,0.875663,-0.096699,1.013293,0,3
5,32974,0.305743,0.699407,-0.141746,0.776364,0,1
5,33093,0.336267,0.693036,0.036074,0.771153,0,1
5,33212,0.148428,0.66543,0.0503,0.683636,0,1
5,33356,0.009897,0.659059,-0.146488,0.675215,0,1
5,33475,0.15782,0.673924,-0.018457,0.692403,0,1
5,33595,0.244696,0.882034,0.140396,0.926051,0,2
5,33722,0.394967,0.958482,0.057413,1.038259,0,2
5,33878,0.427838,1.30887,0.337184,1.417702,0,2
5,33997,-0.302385,1.587057,0.469956,1.682571,0,2
5,34128,-0.311777,2.090342,0.519746,2.176435,0,2
5,34247,1.190934,1.096514,0.249459,1.637954,0,2
5,34379,0.016941,1.383195,-0.509242,1.474057,0,2
5,34499,0.650897,1.223928,0.088235,1.389047,0,2
5,34618,0.906827,1.062537,-0.260293,1.420941,0,3
5,34737,0.322179,1.3386,-0.186794,1.389439,0,3
5,34879,-0.18029,0.90964,0.522117,1.064216,0,3
5,34999,0.545238,1.051919,-0.004232,1.184836,0,3
5,35126,1.052402,1.776055,-0.563774,2.140038,0,3
5,35246,0.876304,0.822574,-0.229471,1.223598,0,3
5,35378,0.43723,0.395737,-0.366986,0.694591,0,1
5,35497,0.646201,0.588982,-0.376469,0.951948,0,1
5,35617,0.488886,0.436085,-0.321938,0.729948,0,1
5,35736,0.308091,0.493421,-0.27689,0.644246,0,1
5,35855,0.20478,0.578364,-0.286374,0.677089,0,1
5,35974,0.404359,0.693036,-0.155972,0.817394,0,1
5,36114,0.679073,0.886281,-0.058763,1.118073,0,1
5,36246,0.744816,0.954235,-0.056393,1.211815,0,2
5,36385,0.514714,0.841686,0.009994,0.986644,0,2
5,36505,0.711945,1.056166,0.569536,1.39525,0,2
5,36624,0.357399,1.669876,0.773436,1.87468,0,2
5,36743,0.618025,1.911963,0.401199,2.049028,0,2
5,36862,0.406707,0.916011,0.211524,1.024318,0,2
5,36982,0.585153,1.138985,-0.011345,1.280555,0,2
5,37101,-0.128634,0.81408,0.20204,0.848583,0,2
5,37233,0.709597,0.718519,0.723647,1.242361,0,2
5,37353,0.711945,0.625082,0.372748,1.018103,0,2
5,37494,1.151018,1.039178,0.159363,1.558887,0,2
5,37613,0.625069,1.410801,1.292672,2.012976,0,2
5,37752,0.615677,0.578364,-0.319567,0.903153,0,2
5,37871,0.254088,0.525275,-0.457081,0.741213,0,2
5,37990,0.11086,0.504039,-0.366986,0.633264,0,0
5,38110,0.141384,0.771608,-0.082473,0.788778,0,0
5,38242,-0.095762,0.656936,-0.189165,0.690303,0,0
5,38378,-0.182638,0.57624,-0.07536,0.60917,0,0
5,38534,-0.227249,0.555005,0.00051,0.599727,0,0
5,38653,-0.243685,0.582611,0.047929,0.633337,0,0
5,38773,-0.14507,0.591105,0.066896,0.612312,0,0
5,38892,-0.07463,0.639947,0.033703,0.645165,0,0
5,39011,-0.018279,0.627206,-0.023199,0.627901,0,0
5,39156,0.016941,0.618712,-0.037425,0.620074,0,0
5,39299,-0.053499,0.588982,-0.037425,0.592589,0,0
5,39435,-0.142722,0.571993,-0.020828,0.589898,0,0
5,39571,-0.182638,0.588982,0.007623,0.616696,0,0
5,39690,-0.18029,0.601723,0.009994,0.628232,0,0
5,39809,-0.187334,0.582611,-0.004232,0.612003,0,0
5,39945,-0.217858,0.548634,0.10009,0.598731,0,0
5,40075,-0.311777,0.529522,0.15225,0.633071,0,0
5,40195,-0.401,0.663306,0.15225,0.789909,0,0
5,40327,-0.365781,0.620835,0.216266,0.752331,0,0
5,40455,-0.123938,0.60597,0.301619,0.688139,0,0
5,40574,0.096772,0.550758,0.365635,0.668122,0,0
5,40705,0.155472,0.529522,0.372748,0.665962,0,0
5,40844,0.117904,0.472186,0.292136,0.56763,0,0
5,40964,0.061553,0.433961,0.149879,0.463222,0,0
5,41083,0.131992,0.427591,0.313474,0.546372,0,0
5,41202,0.155472,0.453074,0.330071,0.581716,0,0
5,41334,0.09912,0.42122,0.256572,0.503071,0,0
5,41454,0.106164,0.406355,0.275539,0.502312,0,0
5,41573,0.108512,0.380872,0.306361,0.500695,0,0
5,41692,0.054509,0.334154,0.280281,0.439531,0,0
5,41850,0.106164,0.344772,0.358522,0.508602,0,0
5,41970,0.068597,0.33203,0.372748,0.503875,0,0
5,42089,0.040421,0.342648,0.408312,0.534565,0,0
5,42233,0.178952,0.3023,0.586132,0.683345,0,0
6,102,0.312787,-0.455812,0.797146,0.970073,0,
6,224,0.477146,-0.553496,0.73076,1.033458,0,
6,344,0.373835,-0.591721,0.58139,0.90989,0,
6,463,0.394967,-0.678787,0.524488,0.944371,0,
6,582,0.434882,-0.693652,0.500778,0.959716,0,
6,701,0.404359,-0.659675,0.536343,0.941456,0,
6,821,0.362095,-0.623574,0.515004,0.886107,0,
6,953,0.383227,-0.714887,0.552939,0.981666,0,
6,1083,0.331571,-0.678787,0.548197,0.933387,0,
6,1202,0.324527,-0.595968,0.597987,0.90448,0,
6,1322,0.345659,-0.65118,0.590874,0.944801,0,
6,1441,0.399663,-0.831683,0.647777,1.127405,0,
6,1580,0.21652,-0.874155,0.771066,1.185567,0,
6,1699,-0.027671,-0.498284,0.40357,0.641811,0,
6,1818,-0.08637,-0.46643,0.443876,0.649648,0,
6,1951,0.033377,-0.559867,0.797146,0.974683,0,
6,2070,-0.06289,-0.657551,0.716534,0.974551,0,
6,2189,-0.114546,-0.666045,0.659631,0.944379,0,
6,2309,-0.154462,-0.659675,0.643035,0.934089,0,
6,2459,-0.081674,-0.634192,0.645406,0.908526,0,
6,2588,-0.011235,-0.738247,0.552939,0.922429,0,
6,2708,0.021637,-0.810448,0.467585,0.935911,0,
6,2835,-0.025323,-0.844425,0.448618,0.956531,0,
6,2979,-0.081674,-0.793459,0.450989,0.916318,0,
6,3098,-0.140374,-0.746741,0.486553,0.902253,0,
6,3217,-0.307081,-0.840178,0.548197,1.049151,0,
6,3337,-0.344649,-0.721258,0.792404,1.125567,0,
6,3456,-0.262469,-0.71064,0.737872,1.057523,0,
6,3586,-0.361085,-0.738247,0.714163,1.088769,0,
6,3705,-0.379869,-0.65118,0.654889,0.998607,0,
6,3825,-0.307081,-0.610833,0.735501,1.00418,0,
6,3957,-0.504312,-0.748864,0.586132,1.07642,0,
6,4076,-0.678063,-0.676663,0.602729,1.131779,0,
6,4204,-0.44796,-0.438824,0.647777,0.901582,0,
6,4323,-0.497268,-0.653304,0.768695,1.12471,0,
6,4454,-0.403348,-0.542879,0.614583,0.913849,0,
6,4573,-0.607623,-0.634192,0.424908,0.97568,0,
6,4692,-0.640495,-0.721258,0.301619,1.010654,0,
6,4845,-0.224901,-1.022804,-0.108553,1.05285,0,
6,4981,0.41375,-0.973962,-0.163085,1.070695,0,
6,5100,0.188344,-0.872031,-0.473678,1.01009,0,
6,5219,-0.100458,-0.850796,-0.587483,1.038788,0,
6,5355,-0.055847,-0.738247,-0.739223,1.046221,0,
6,5491,0.066249,-0.632068,-0.762933,0.992958,0,
6,5619,0.416098,0.174886,-0.217616,0.501079,0,
6,5738,-0.079326,0.752496,-0.599338,0.965271,0,
6,5870,-0.492572,0.614464,-0.713143,1.062434,0,
6,6001,-0.492572,1.117749,-0.694175,1.404945,0,
6,6147,-0.659279,1.141109,-0.466565,1.39802,0,
6,6266,0.162516,0.525275,-0.037425,0.551113,0,
6,6386,0.038073,1.499991,-0.189165,1.512351,0,
6,6521,0.207128,0.835315,-0.035054,0.861326,0,
6,6640,0.467754,0.42122,0.033703,0.630362,0,
6,6759,0.505322,-0.167008,-0.632531,0.826642,0,
6,6900,0.744816,-0.432453,-0.60408,1.051988,0,
6,7019,-0.170898,-0.423959,-0.708401,0.843077,0,
6,7192,-0.335257,-0.277433,-0.570886,0.717828,0,
6,7328,-0.126286,0.000754,-0.905189,0.913956,0,
6,7458,0.214172,0.79072,-0.632531,1.03499,0,
6,7588,0.514714,0.009248,-1.004768,1.128971,0,
6,7708,0.153124,0.153651,-0.32668,0.392142,0,
6,7827,0.479494,0.39149,-0.122779,0.631074,0,
6,7959,0.167212,0.232223,-0.556661,0.625906,0,
6,8079,0.526454,0.257706,-0.445227,0.736066,0,
6,8198,0.13434,0.2662,-0.366986,0.472851,0,
6,8326,0.094425,0.523151,-0.485533,0.719962,0,
6,8445,0.155472,0.699407,-0.286374,0.77159,0,
6,8564,-0.105154,1.100761,-0.298228,1.145283,0,
6,8694,-0.16855,0.82045,0.040816,0.838578,0,
6,8813,-0.034715,1.151726,0.192556,1.168228,0,
6,8957,-0.013583,1.12412,-0.089586,1.127766,0,
6,9076,0.53115,0.956358,0.545826,1.222566,0,
6,9196,0.127296,1.007324,0.638293,1.199301,0,
6,9315,0.664985,0.389367,0.766324,1.086767,0,
6,9434,0.636809,0.259829,0.564794,0.88996,0,
6,9574,0.265827,0.079326,-0.262664,0.382033,0,
6,9702,-0.142722,-0.445195,-0.516355,0.696556,0,
6,9837,-0.309429,-0.540755,-0.32668,0.703478,0,
6,9986,0.153124,-0.508902,-0.487904,0.721441,0,
6,10106,-0.123938,-0.447318,-0.675208,0.819366,0,
6,10241,0.089729,0.119674,-0.658611,0.675383,0,
6,10361,0.068597,0.109056,-0.798497,0.808824,0,
6,10491,0.092077,-0.158513,-0.366986,0.410223,0,
6,10627,0.819952,0.504039,-0.070618,0.965072,0,
6,10746,0.014593,0.062338,-0.518726,0.522662,0,
