@RELATION test

@ATTRIBUTE ssn NUMERIC
@ATTRIBUTE ts NUMERIC
@ATTRIBUTE ax NUMERIC
@ATTRIBUTE ay NUMERIC
@ATTRIBUTE az NUMERIC
@ATTRIBUTE at NUMERIC
@ATTRIBUTE class {0, 1, 2, 3}

@DATA
3,19522,-0.384564,-0.666045,-0.483162,0.908268,0
3,19658,-0.870597,-0.776471,-0.186794,1.181414,0
3,19818,-0.687455,-0.653304,0.064525,0.950559,0
3,19965,-0.619363,-0.570485,0.239975,0.875586,0
3,20121,-0.386912,-0.721258,0.3277,0.881647,0
3,20257,-0.234293,-0.695775,0.420166,0.845894,0
3,20393,-0.027671,-0.746741,0.612213,0.966018,0
3,20529,-0.269513,-0.848672,0.356151,0.959023,0
3,20673,-0.492572,-0.79983,0.363264,1.007132,0
3,20809,-0.581795,-0.810448,0.12617,1.005599,0
3,20958,-0.21551,-0.806201,0.386973,0.919865,0
3,21094,-0.332909,-0.810448,0.289765,0.922831,0
3,21230,-0.438568,-0.784965,0.322958,0.955413,0
3,21365,-0.42448,-0.744617,0.491295,0.987932,0
3,21501,-0.452656,-0.712764,0.394086,0.93179,0
3,21648,-0.349345,-0.712764,0.341925,0.864284,0
3,21784,-0.224901,-0.717011,0.460472,0.881317,0
4,3392,-0.462048,-0.124536,-0.312454,0.571511,0
4,3528,-0.187334,-0.334769,-0.535322,0.658585,0
4,3664,-0.091066,-0.128783,-0.649128,0.668016,0
4,3800,0.308091,-0.657551,-0.186794,0.74979,0
4,3930,0.033377,-0.041717,-0.893334,0.89493,0
4,4063,-0.067586,0.489174,-0.637273,0.806211,0
4,4182,0.197736,0.453074,-0.575628,0.758764,0
4,4310,0.42549,0.055967,-0.509242,0.665959,0
4,4429,0.160168,0.351142,-0.637273,0.745031,0
4,4559,0.622721,-0.056582,-0.348018,0.715612,0
4,4679,0.14608,-0.111795,-0.729739,0.752567,0
4,4798,0.124948,-0.101177,-0.359873,0.394154,1
4,4951,-0.081674,0.002878,-0.544806,0.550902,1
4,5070,-0.10985,0.213111,-0.537693,0.588725,1
4,5189,-0.159158,0.315042,-0.502129,0.613772,1
4,5308,-0.046455,0.312918,-0.601709,0.679801,1
4,5428,-0.013583,0.3023,-0.419146,0.516966,2
4,5555,0.207128,0.521028,-0.390695,0.683384,2
4,5675,0.486538,0.775855,-0.27689,0.956734,2
4,5805,0.728381,1.02856,-0.129892,1.267022,2
4,5937,-1.189923,2.10096,-0.577999,2.482747,2
4,6084,1.378772,1.015818,-0.253181,1.731185,2
4,6203,-0.553619,1.563698,-0.770045,1.828829,2
4,6322,-0.764938,0.943617,-2.176013,2.492103,2
4,6458,-0.288297,1.100761,-1.139912,1.610649,2
4,6577,0.188344,1.194198,-0.414404,1.278011,2
4,6697,-0.332909,1.113502,-0.15123,1.172001,3
4,6816,0.092077,1.049795,0.17596,1.068415,3
4,6957,0.106164,0.99883,-2.059837,2.291694,3
4,7092,0.465406,0.722766,-0.487904,0.988455,3
4,7232,0.268175,0.359637,-0.113295,0.462701,1
4,7351,0.200084,0.060214,-0.670466,0.702271,1
4,7470,0.185996,0.285312,-0.689434,0.768971,1
4,7617,0.176604,0.529522,-0.400179,0.686823,1
4,7736,0.15782,0.582611,-0.445227,0.750046,1
4,7856,0.127296,0.552881,-0.47842,0.742137,1
4,7988,0.171908,0.633577,-0.502129,0.826502,2
4,8107,0.533498,0.873539,-0.423888,1.107868,2
4,8227,0.852824,1.075278,-0.148859,1.380468,2
4,8381,-0.269513,1.525474,0.028961,1.54937,2
4,8500,-0.647539,2.03513,-0.395437,2.171964,2
4,8619,1.075882,1.115626,-0.039796,1.550396,2
4,8739,-0.025323,1.880109,-0.826948,2.054092,2
4,8858,0.371487,1.610417,0.095348,1.655456,2
4,9013,-0.053499,1.264275,-1.045074,1.641169,3
4,9132,-0.476136,1.756943,-0.191536,1.830366,3
4,9251,-0.377521,1.315241,0.280281,1.39676,3
4,9371,0.202432,1.381071,0.213895,1.412122,3
4,9490,0.54289,0.941494,-1.168363,1.595686,3
4,9629,0.721337,0.9691,-0.675208,1.383975,3
4,9757,0.444274,0.393614,-0.627789,0.863962,1
4,9876,0.291655,0.54014,-0.653869,0.896861,1
4,10009,0.108512,0.603847,-0.535322,0.814233,1
4,10128,0.009897,0.622959,-0.589854,0.857965,1
4,10247,0.317483,0.656936,-0.608822,0.950276,1
4,10366,0.258783,0.667554,-0.575628,0.918665,1
4,10497,0.326875,0.690913,-0.556661,0.945558,1
4,10616,0.486538,0.763114,-0.490275,1.029287,2
4,10736,0.596893,0.981841,-0.466565,1.240152,2
4,10866,0.707249,1.170839,-0.046909,1.368672,2
4,11064,-0.154462,2.092466,0.062154,2.09908,2
4,11192,0.331571,1.570069,-0.032683,1.605031,2
4,11311,1.212065,1.657135,0.090606,2.055093,2
4,11430,-0.199074,1.614664,-0.442856,1.686087,2
4,11566,0.815256,1.251534,0.031332,1.493975,2
4,11685,0.608633,1.219681,-0.466565,1.440742,3
4,11805,0.387923,1.506362,-0.172569,1.565053,3
4,11957,0.190692,1.043425,0.199669,1.079336,3
4,12088,0.580457,1.177209,0.036074,1.313032,3
4,12207,1.273113,1.850379,-1.26083,2.575736,3
4,12326,0.864564,0.901146,-0.587483,1.380098,3
4,12454,0.533498,0.552881,-0.642015,1.001239,1
4,12573,0.446622,0.597476,-0.585112,0.948053,1
4,12693,0.43723,0.637824,-0.449969,0.894685,1
4,12812,0.312787,0.671801,-0.40255,0.843326,1
4,12944,0.277567,0.703654,-0.637273,0.989085,1
4,13064,0.223564,0.699407,-0.535322,0.908692,1
4,13183,0.308091,0.72489,-0.611192,0.996966,1
4,13302,0.369139,0.727013,-0.544806,0.980625,2
4,13444,0.575761,0.87991,-0.513984,1.170437,2
4,13563,0.657941,1.181456,-0.400179,1.410272,2
4,13682,0.038073,1.298252,-0.051651,1.299837,2
4,13810,-0.440916,1.911963,0.040816,1.962568,2
4,13942,1.334161,1.249411,-0.108553,1.831064,2
4,14072,0.052161,1.474508,-0.668095,1.619644,2
4,14192,0.406707,1.438408,0.221007,1.51105,2
4,14331,0.479494,1.255781,-0.205762,1.359867,3
4,14451,0.585153,1.559451,-0.7819,1.840016,3
4,14570,-0.213162,1.202692,-0.122779,1.227591,3
4,14706,0.195388,1.228175,0.239975,1.266561,3
4,14825,0.79882,1.228175,0.280281,1.491672,3
4,14969,0.78708,1.155974,-0.736852,1.580734,3
4,15088,0.385575,0.642071,-0.743965,1.055655,3
4,15216,0.352703,0.51041,-0.599338,0.862626,1
4,15335,0.528802,0.588982,-0.63016,1.011747,1
4,15454,0.439578,0.597476,-0.385953,0.836162,1
4,15573,0.284611,0.697284,-0.409663,0.85734,1
4,15693,0.25174,0.733384,-0.530581,0.939543,1
4,15812,0.178952,0.729137,-0.587483,0.953311,1
4,15955,0.24,0.748249,-0.634902,1.010236,1
4,16074,0.322179,0.852304,-0.570886,1.075236,1
4,16194,0.350355,0.935123,-0.573257,1.151446,1
4,16313,0.371487,1.041301,-0.449969,1.193642,2
4,16452,0.16956,1.289758,-0.243697,1.323486,2
4,16608,-0.21551,1.754819,-0.07536,1.769608,2
4,16744,0.275219,1.378948,-0.144117,1.413511,2
4,16863,0.777688,1.264275,-0.061134,1.485574,2
4,16995,0.16956,1.493621,-0.224729,1.51992,2
4,17115,0.801168,1.3386,0.114315,1.564221,2
4,17234,0.333919,0.843809,-0.27689,0.94878,3
4,17353,0.343311,1.21331,-0.608822,1.400231,3
4,17472,-0.112198,1.041301,-0.155972,1.058879,3
4,17608,0.286959,1.030683,-0.027941,1.07025,3
4,17728,0.618025,0.986088,-0.12515,1.170465,3
4,17867,0.556978,1.718718,-1.056929,2.093159,3
4,17999,0.371487,0.771608,-0.720256,1.118995,1
4,18118,0.150776,0.567746,-0.909931,1.083071,1
4,18237,0.127296,0.680295,-0.786642,1.047765,1
4,18357,0.143732,0.616588,-0.722627,0.960744,1
4,18487,0.012245,0.758867,-0.696546,1.030148,1
4,18606,-0.06289,0.78435,-0.575628,0.97494,1
4,18742,-0.053499,0.854427,-0.561403,1.023758,1
4,18878,0.009897,0.932999,-0.506871,1.06184,2
4,19031,0.070945,1.092267,-0.471307,1.191726,2
4,19161,0.016941,1.181456,-0.257922,1.209401,2
4,19289,-0.14507,1.451149,-0.137004,1.464803,2
4,19436,0.263479,1.400184,0.031332,1.425102,2
4,19555,0.021637,1.30887,0.109573,1.313627,2
